Título del evento: La casa de Tomasa y otras historias con Daniel Tornero, Inicio: 2017-11-28 18:00:00.0, Finalización: 2017-11-28 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3b74b6008fe0e510VgnVCM1000001d4a900aRCRD
Título del evento: Labyrinth con Face2face, Inicio: 2017-11-04 12:00:00.0, Finalización: 2017-11-04 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7650ab562631e510VgnVCM2000001f4a900aRCRD
Título del evento: Labyrinth con Face2face, Inicio: 2017-11-22 18:00:00.0, Finalización: 2017-11-22 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=10f6b6008fe0e510VgnVCM1000001d4a900aRCRD
Título del evento: Labyrinth con Face2Face, Inicio: 2017-11-30 18:00:00.0, Finalización: 2017-11-30 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=13b4bc1fc431e510VgnVCM1000001d4a900aRCRD
Título del evento: Los superescritores, Inicio: 2017-09-03 18:15:00.0, Finalización: 2017-12-19 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ebb006483206e510VgnVCM1000001d4a900aRCRD
Título del evento: Makers Unite. Juguetrónica infantil, Inicio: 2017-12-04 18:00:00.0, Finalización: 2017-12-04 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fd1024812658e510VgnVCM1000001d4a900aRCRD
Título del evento: Makers Unite. Juguetrónica infantil, Inicio: 2017-11-13 18:00:00.0, Finalización: 2017-11-13 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=61ef24812658e510VgnVCM1000001d4a900aRCRD
Título del evento: Makers Unite. Juguetrónica infantil, Inicio: 2017-10-23 17:30:00.0, Finalización: 2017-10-23 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=40bf24812658e510VgnVCM1000001d4a900aRCRD
Título del evento: Mi diario con Cuarta Pared, Inicio: 2017-12-14 18:00:00.0, Finalización: 2017-12-14 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=770f98df8ed0e510VgnVCM1000001d4a900aRCRD
Título del evento: Perdidos en el belén con Alicia Mohino, Inicio: 2017-12-05 18:00:00.0, Finalización: 2017-12-05 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=36bfc686ebe0e510VgnVCM1000001d4a900aRCRD
Título del evento: Snowball con Face2face, Inicio: 2017-10-27 18:00:00.0, Finalización: 2017-10-27 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1213bc1fc431e510VgnVCM1000001d4a900aRCRD
Título del evento: Snowball con Face2face, Inicio: 2017-11-14 18:00:00.0, Finalización: 2017-11-14 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9744b6008fe0e510VgnVCM1000001d4a900aRCRD
Título del evento: Snowball con Face2Face, Inicio: 2017-10-20 18:00:00.0, Finalización: 2017-10-20 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dcef98df8ed0e510VgnVCM1000001d4a900aRCRD
Título del evento: SnowBall con Face2Face, Inicio: 2017-10-26 18:00:00.0, Finalización: 2017-10-26 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=856421dc4131e510VgnVCM1000001d4a900aRCRD
Título del evento: Snowball con Face2face, Inicio: 2017-11-18 12:00:00.0, Finalización: 2017-11-18 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7d80ab562631e510VgnVCM2000001f4a900aRCRD
Título del evento: Snowball con Face2face, Inicio: 2017-10-22 12:00:00.0, Finalización: 2017-10-22 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4f8dab562631e510VgnVCM2000001f4a900aRCRD
Título del evento: Snowball con Face2Face, Inicio: 2017-10-24 18:00:00.0, Finalización: 2017-10-24 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d206bc1fc431e510VgnVCM1000001d4a900aRCRD
Título del evento: Taller de Halloween, Inicio: 2017-10-30 18:00:00.0, Finalización: 2017-10-30 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ecc3e52ec152f510VgnVCM2000001f4a900aRCRD
Título del evento: Taller de Halloween, Inicio: 2017-10-30 18:00:00.0, Finalización: 2017-10-30 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=85a6437904f2f510VgnVCM2000001f4a900aRCRD
Título del evento: Tan diferentes y tan iguales, Inicio: 2017-12-12 18:00:00.0, Finalización: 2017-12-12 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4f9e21dc4131e510VgnVCM1000001d4a900aRCRD
Título del evento: Tan diferentes y tan iguales con Nelson Calderón, Inicio: 2017-12-05 18:00:00.0, Finalización: 2017-12-05 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a5c4b6008fe0e510VgnVCM1000001d4a900aRCRD
Título del evento: Tiña Periña con Roberto Mezquita, Inicio: 2017-12-05 18:00:00.0, Finalización: 2017-12-05 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7f71bc1fc431e510VgnVCM1000001d4a900aRCRD
Título del evento: Tiña Periña con Roberto Mezquita, Inicio: 2017-10-25 18:00:00.0, Finalización: 2017-10-25 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dc8221dc4131e510VgnVCM1000001d4a900aRCRD
Título del evento: Tiña periña con Roberto Mezquita, Inicio: 2017-11-04 12:00:00.0, Finalización: 2017-11-04 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9bcdab562631e510VgnVCM2000001f4a900aRCRD
Título del evento: Tiña Periña con Roberto Mezquita, Inicio: 2017-12-15 18:00:00.0, Finalización: 2017-12-15 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2b68c686ebe0e510VgnVCM1000001d4a900aRCRD
Título del evento: Tiña Periña con Roberto Mezquita, Inicio: 2017-10-19 18:00:00.0, Finalización: 2017-10-19 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b5f398df8ed0e510VgnVCM1000001d4a900aRCRD
Título del evento: Tiña Periña con Roberto Mezquita, Inicio: 2017-10-30 18:00:00.0, Finalización: 2017-10-30 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d80621dc4131e510VgnVCM1000001d4a900aRCRD
Título del evento: Tiña Periña con Roberto Mezquita, Inicio: 2017-11-23 18:00:00.0, Finalización: 2017-11-23 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a46921dc4131e510VgnVCM1000001d4a900aRCRD
Título del evento: Una fiera en mi pecera. Para niños de 3 a 6 años, Inicio: 2017-10-25 18:00:00.0, Finalización: 2017-10-25 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d77f2431247eb510VgnVCM1000001d4a900aRCRD
Título del evento: Una ilustración de cuento, Inicio: 2017-10-02 00:00:00.0, Finalización: 2017-10-27 23:59:00.0, Url: http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cd3fa4eda88ce510VgnVCM1000001d4a900aRCRD
